from_object,from_layer,to_object,to_layer,package,via
DIMENSION.CITY,dw-dimension,DIMENSION.CITY,dw-dimension,DIM_Load_City,proc:INTEGRATION.USP_MIGRATESTAGEDCITYDATA
DIMENSION.CITY,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,DIM_Load_City,direct
DIMENSION.CITY,dw-dimension,ERR.REJECTEDINVOICELINE,staging-err,FACT_APAC_Load_Sale,direct
DIMENSION.CITY,dw-dimension,ERR.REJECTEDINVOICELINE,staging-err,FACT_EU_Load_Sale,direct
DIMENSION.CITY,dw-dimension,ERR.REJECTEDINVOICELINE,staging-err,FACT_NA_Load_Sale,direct
DIMENSION.CITY,dw-dimension,ERR.REJECTEDLOOKUPFAILURE,staging-err,FACT_APAC_Load_Sale,direct
DIMENSION.CITY,dw-dimension,ERR.REJECTEDLOOKUPFAILURE,staging-err,FACT_EU_Load_Sale,direct
DIMENSION.CITY,dw-dimension,ERR.REJECTEDLOOKUPFAILURE,staging-err,FACT_NA_Load_Sale,direct
DIMENSION.CITY,dw-dimension,ETL.REJECTEDRECORD,control-table,DIM_Load_City,proc:INTEGRATION.USP_MIGRATESTAGEDCITYDATA
DIMENSION.CITY,dw-dimension,FACT.SALE,dw-fact,FACT_APAC_Load_Sale,direct
DIMENSION.CITY,dw-dimension,FACT.SALE,dw-fact,FACT_EU_Load_Sale,direct
DIMENSION.CITY,dw-dimension,FACT.SALE,dw-fact,FACT_NA_Load_Sale,direct
DIMENSION.CITY,dw-dimension,FACT.SHIPMENT,dw-fact,FACT_Load_Shipment,proc:INTEGRATION.USP_LOADFACTSHIPMENT
DIMENSION.CITY,dw-dimension,INTEGRATION.DIMENSIONLOADAUDIT,sqlserver-dw,DIM_Load_City,proc:INTEGRATION.USP_MIGRATESTAGEDCITYDATA
DIMENSION.CITY,dw-dimension,WORK.CURRENCYCONVERSIONSCRATCH,staging-work,FACT_APAC_Load_Sale,direct
DIMENSION.CITY,dw-dimension,WORK.CURRENCYCONVERSIONSCRATCH,staging-work,FACT_EU_Load_Sale,direct
DIMENSION.CITY,dw-dimension,WORK.CUSTOMERADDRESSSTANDARDIZED,staging-work,DIM_Load_City,direct
DIMENSION.CITY,dw-dimension,WORK.LATEARRIVINGDIMENSIONQUEUE,staging-work,DIM_Load_City,direct
DIMENSION.CITY,dw-dimension,WORK.LATEARRIVINGDIMENSIONQUEUE,staging-work,FACT_APAC_Load_Sale,direct
DIMENSION.CITY,dw-dimension,WORK.LATEARRIVINGDIMENSIONQUEUE,staging-work,FACT_EU_Load_Sale,direct
DIMENSION.CITY,dw-dimension,WORK.LATEARRIVINGDIMENSIONQUEUE,staging-work,FACT_NA_Load_Sale,direct
DIMENSION.COST CENTER,dw-dimension,FACT.GL POSTING,dw-fact,FACT_Load_GLPosting,proc:INTEGRATION.USP_LOADFACTGLPOSTING
DIMENSION.COST CENTER,dw-dimension,FACT.PAYMENT,dw-fact,FACT_Load_Payment,proc:INTEGRATION.USP_LOADFACTPAYMENT
DIMENSION.COST CENTER,dw-dimension,FACT.PURCHASE,dw-fact,FACT_Load_Purchase,proc:INTEGRATION.USP_LOADFACTPURCHASE
DIMENSION.COST CENTER,dw-dimension,FACT.SUPPLIER PAYMENT,dw-fact,FACT_Load_SupplierPayment,proc:INTEGRATION.USP_LOADFACTSUPPLIERPAYMENT
DIMENSION.COUNTRY,sqlserver-dw,DIMENSION.CITY,dw-dimension,DIM_Load_City,proc:INTEGRATION.USP_MIGRATESTAGEDCITYDATA
DIMENSION.COUNTRY,sqlserver-dw,ETL.REJECTEDRECORD,control-table,DIM_Load_City,proc:INTEGRATION.USP_MIGRATESTAGEDCITYDATA
DIMENSION.COUNTRY,sqlserver-dw,INTEGRATION.DIMENSIONLOADAUDIT,sqlserver-dw,DIM_Load_City,proc:INTEGRATION.USP_MIGRATESTAGEDCITYDATA
DIMENSION.CURRENCY,dw-dimension,FACT.CREDIT NOTE,dw-fact,FACT_Load_CreditNote,proc:INTEGRATION.USP_LOADFACTCREDITNOTE
DIMENSION.CURRENCY,dw-dimension,FACT.GL POSTING,dw-fact,FACT_Load_GLPosting,proc:INTEGRATION.USP_LOADFACTGLPOSTING
DIMENSION.CURRENCY,dw-dimension,FACT.PAYMENT,dw-fact,FACT_Load_Payment,proc:INTEGRATION.USP_LOADFACTPAYMENT
DIMENSION.CURRENCY,dw-dimension,FACT.PURCHASE RECEIPT,dw-fact,FACT_Load_PurchaseReceipt,proc:INTEGRATION.USP_LOADFACTPURCHASERECEIPT
DIMENSION.CURRENCY,dw-dimension,FACT.RETURN,dw-fact,FACT_Load_Return,proc:INTEGRATION.USP_LOADFACTRETURN
DIMENSION.CURRENCY,dw-dimension,FACT.SUPPLIER PAYMENT,dw-fact,FACT_Load_SupplierPayment,proc:INTEGRATION.USP_LOADFACTSUPPLIERPAYMENT
DIMENSION.CUSTOMER,dw-dimension,AGGREGATE.CUSTOMER 360,dw-aggregate,AGG_Refresh_Customer360,direct
DIMENSION.CUSTOMER,dw-dimension,AGGREGATE.CUSTOMER 360,dw-aggregate,AGG_Refresh_Customer360,proc:INTEGRATION.USP_REFRESHAGGREGATECUSTOMER360
DIMENSION.CUSTOMER,dw-dimension,AGGREGATE.CUSTOMER 360,dw-aggregate,AGG_Refresh_CustomerRolling12Month,proc:INTEGRATION.USP_REFRESHAGGREGATECUSTOMER360
DIMENSION.CUSTOMER,dw-dimension,AGGREGATE.CUSTOMER ROLLING 12 MONTH,dw-aggregate,AGG_Refresh_Customer360,proc:INTEGRATION.USP_REFRESHAGGREGATECUSTOMER360
DIMENSION.CUSTOMER,dw-dimension,AGGREGATE.CUSTOMER ROLLING 12 MONTH,dw-aggregate,AGG_Refresh_CustomerRolling12Month,direct
DIMENSION.CUSTOMER,dw-dimension,AGGREGATE.CUSTOMER ROLLING 12 MONTH,dw-aggregate,AGG_Refresh_CustomerRolling12Month,proc:INTEGRATION.USP_REFRESHAGGREGATECUSTOMER360
DIMENSION.CUSTOMER,dw-dimension,AGGREGATE.DAILY SALES SUMMARY,dw-aggregate,AGG_Refresh_DailySalesSummary,direct
DIMENSION.CUSTOMER,dw-dimension,AGGREGATE.MONTHLY SALES SUMMARY,dw-aggregate,AGG_Refresh_MonthlySalesSummary,direct
DIMENSION.CUSTOMER,dw-dimension,AGGREGATE.PROMOTION EFFECTIVENESS,dw-aggregate,AGG_Refresh_PromotionEffectiveness,direct
DIMENSION.CUSTOMER,dw-dimension,AGGREGATE.REGIONAL SALES PERFORMANCE,dw-aggregate,AGG_Refresh_RegionalSalesPerformance,direct
DIMENSION.CUSTOMER,dw-dimension,CUSTOMER360.CUSTOMERROLLINGMETRIC,unknown,C360_Build_RollingMetrics,direct
DIMENSION.CUSTOMER,dw-dimension,DIMENSION.CUSTOMER,dw-dimension,DIM_APAC_Load_Customer,direct
DIMENSION.CUSTOMER,dw-dimension,DIMENSION.CUSTOMER,dw-dimension,DIM_EU_Load_Customer,direct
DIMENSION.CUSTOMER,dw-dimension,DIMENSION.CUSTOMER,dw-dimension,DIM_Load_CustomerSegment,proc:INTEGRATION.USP_MIGRATESTAGEDCUSTOMERSEGMENTDATA
DIMENSION.CUSTOMER,dw-dimension,DIMENSION.CUSTOMER,dw-dimension,DIM_NA_Load_Customer,direct
DIMENSION.CUSTOMER,dw-dimension,DIMENSION.CUSTOMER SEGMENT,dw-dimension,DIM_Load_CustomerSegment,proc:INTEGRATION.USP_MIGRATESTAGEDCUSTOMERSEGMENTDATA
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,AGG_Refresh_Customer360,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,AGG_Refresh_CustomerRolling12Month,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,AGG_Refresh_DailySalesSummary,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,AGG_Refresh_MonthlySalesSummary,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,AGG_Refresh_PromotionEffectiveness,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,AGG_Refresh_RegionalSalesPerformance,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,FACT_Load_LoyaltyPoints,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDCUSTOMER,staging-err,DIM_APAC_Load_Customer,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDCUSTOMER,staging-err,DIM_EU_Load_Customer,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDCUSTOMER,staging-err,DIM_NA_Load_Customer,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDFILEROW,staging-err,FACT_Load_WebSession,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDINVOICELINE,staging-err,AGG_Refresh_MonthlySalesSummary,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDINVOICELINE,staging-err,AGG_Refresh_PromotionEffectiveness,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDINVOICELINE,staging-err,AGG_Refresh_RegionalSalesPerformance,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDINVOICELINE,staging-err,FACT_APAC_Load_Sale,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDINVOICELINE,staging-err,FACT_EU_Load_Sale,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDINVOICELINE,staging-err,FACT_Load_CreditNote,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDINVOICELINE,staging-err,FACT_Load_Return,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDINVOICELINE,staging-err,FACT_NA_Load_Sale,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDLOOKUPFAILURE,staging-err,FACT_APAC_Load_Sale,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDLOOKUPFAILURE,staging-err,FACT_EU_Load_Sale,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDLOOKUPFAILURE,staging-err,FACT_Load_CreditNote,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDLOOKUPFAILURE,staging-err,FACT_Load_CustomerTransaction,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDLOOKUPFAILURE,staging-err,FACT_Load_LoyaltyPoints,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDLOOKUPFAILURE,staging-err,FACT_Load_Return,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDLOOKUPFAILURE,staging-err,FACT_NA_Load_Sale,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDORDERLINE,staging-err,FACT_Load_Order,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDORDERLINE,staging-err,FACT_Load_OrderFulfilment,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDPAYMENT,staging-err,FACT_Load_CustomerTransaction,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDPAYMENT,staging-err,FACT_Load_Payment,direct
DIMENSION.CUSTOMER,dw-dimension,ERR.REJECTEDSHIPMENT,staging-err,FACT_Load_Shipment,direct
DIMENSION.CUSTOMER,dw-dimension,ETL.REJECTEDRECORD,control-table,DIM_Load_CustomerSegment,proc:INTEGRATION.USP_MIGRATESTAGEDCUSTOMERSEGMENTDATA
DIMENSION.CUSTOMER,dw-dimension,FACT.CREDIT NOTE,dw-fact,FACT_Load_CreditNote,direct
DIMENSION.CUSTOMER,dw-dimension,FACT.CREDIT NOTE,dw-fact,FACT_Load_CreditNote,proc:INTEGRATION.USP_LOADFACTCREDITNOTE
DIMENSION.CUSTOMER,dw-dimension,FACT.CUSTOMER TRANSACTION,dw-fact,FACT_Load_CustomerTransaction,direct
DIMENSION.CUSTOMER,dw-dimension,FACT.FACT LOAD HOLD,sqlserver-dw,DIM_Rekey_LateArriving,proc:INTEGRATION.USP_REKEYLATEARRIVINGDIMENSIONS
DIMENSION.CUSTOMER,dw-dimension,FACT.GL POSTING,dw-fact,FACT_Load_GLPosting,proc:INTEGRATION.USP_LOADFACTGLPOSTING
DIMENSION.CUSTOMER,dw-dimension,FACT.LOYALTY POINTS,dw-fact,FACT_Load_LoyaltyPoints,direct
DIMENSION.CUSTOMER,dw-dimension,FACT.LOYALTY POINTS,dw-fact,FACT_Load_LoyaltyPoints,proc:INTEGRATION.USP_LOADFACTLOYALTYPOINTS
DIMENSION.CUSTOMER,dw-dimension,FACT.MOVEMENT,dw-fact,DIM_Rekey_LateArriving,proc:INTEGRATION.USP_REKEYLATEARRIVINGDIMENSIONS
DIMENSION.CUSTOMER,dw-dimension,FACT.ORDER,dw-fact,FACT_Load_Order,direct
DIMENSION.CUSTOMER,dw-dimension,FACT.ORDER,dw-fact,FACT_Load_Order,proc:INTEGRATION.USP_LOADFACTORDER
DIMENSION.CUSTOMER,dw-dimension,FACT.ORDER FULFILMENT,dw-fact,FACT_Load_OrderFulfilment,direct
DIMENSION.CUSTOMER,dw-dimension,FACT.PAYMENT,dw-fact,FACT_Load_Payment,direct
DIMENSION.CUSTOMER,dw-dimension,FACT.PAYMENT,dw-fact,FACT_Load_Payment,proc:INTEGRATION.USP_LOADFACTPAYMENT
DIMENSION.CUSTOMER,dw-dimension,FACT.PURCHASE,dw-fact,DIM_Rekey_LateArriving,proc:INTEGRATION.USP_REKEYLATEARRIVINGDIMENSIONS
DIMENSION.CUSTOMER,dw-dimension,FACT.RETURN,dw-fact,FACT_Load_Return,direct
DIMENSION.CUSTOMER,dw-dimension,FACT.RETURN,dw-fact,FACT_Load_Return,proc:INTEGRATION.USP_LOADFACTRETURN
DIMENSION.CUSTOMER,dw-dimension,FACT.SALE,dw-fact,DIM_Rekey_LateArriving,proc:INTEGRATION.USP_REKEYLATEARRIVINGDIMENSIONS
DIMENSION.CUSTOMER,dw-dimension,FACT.SALE,dw-fact,FACT_APAC_Load_Sale,direct
DIMENSION.CUSTOMER,dw-dimension,FACT.SALE,dw-fact,FACT_EU_Load_Sale,direct
DIMENSION.CUSTOMER,dw-dimension,FACT.SALE,dw-fact,FACT_Load_CreditNote,direct
DIMENSION.CUSTOMER,dw-dimension,FACT.SALE,dw-fact,FACT_NA_Load_Sale,direct
DIMENSION.CUSTOMER,dw-dimension,FACT.SHIPMENT,dw-fact,FACT_Load_Shipment,direct
DIMENSION.CUSTOMER,dw-dimension,FACT.SHIPMENT,dw-fact,FACT_Load_Shipment,proc:INTEGRATION.USP_LOADFACTSHIPMENT
DIMENSION.CUSTOMER,dw-dimension,FACT.WEB SESSION,dw-fact,FACT_Load_WebSession,direct
DIMENSION.CUSTOMER,dw-dimension,FACT.WEB SESSION,dw-fact,FACT_Load_WebSession,proc:INTEGRATION.USP_LOADFACTWEBSESSION
DIMENSION.CUSTOMER,dw-dimension,INTEGRATION.DIMENSIONLOADAUDIT,sqlserver-dw,DIM_Load_CustomerSegment,proc:INTEGRATION.USP_MIGRATESTAGEDCUSTOMERSEGMENTDATA
DIMENSION.CUSTOMER,dw-dimension,WORK.COMMISSIONNA,sqlserver-staging,SLS_NA_Load_Commission,direct
DIMENSION.CUSTOMER,dw-dimension,WORK.CURRENCYCONVERSIONSCRATCH,staging-work,FACT_APAC_Load_Sale,direct
DIMENSION.CUSTOMER,dw-dimension,WORK.CURRENCYCONVERSIONSCRATCH,staging-work,FACT_EU_Load_Sale,direct
DIMENSION.CUSTOMER,dw-dimension,WORK.CUSTOMERADDRESSSTANDARDISED,sqlserver-staging,C360_Build_CustomerProfile,direct
DIMENSION.CUSTOMER,dw-dimension,WORK.CUSTOMERDEDUP,staging-work,DIM_EU_Load_Customer,direct
DIMENSION.CUSTOMER,dw-dimension,WORK.CUSTOMERDEDUP,staging-work,DIM_NA_Load_Customer,direct
DIMENSION.CUSTOMER,dw-dimension,WORK.CUSTOMERIDENTITYGRAPH,sqlserver-staging,C360_Build_CustomerProfile,direct
DIMENSION.CUSTOMER,dw-dimension,WORK.CUSTOMERPROFILE,sqlserver-staging,C360_Build_CustomerProfile,direct
DIMENSION.CUSTOMER,dw-dimension,WORK.CUSTOMERROLLINGMETRIC,sqlserver-staging,C360_Build_RollingMetrics,direct
DIMENSION.CUSTOMER,dw-dimension,WORK.LATEARRIVINGDIMENSIONQUEUE,staging-work,FACT_APAC_Load_Sale,direct
DIMENSION.CUSTOMER,dw-dimension,WORK.LATEARRIVINGDIMENSIONQUEUE,staging-work,FACT_EU_Load_Sale,direct
DIMENSION.CUSTOMER,dw-dimension,WORK.LATEARRIVINGDIMENSIONQUEUE,staging-work,FACT_Load_CustomerTransaction,direct
DIMENSION.CUSTOMER,dw-dimension,WORK.LATEARRIVINGDIMENSIONQUEUE,staging-work,FACT_Load_Order,direct
DIMENSION.CUSTOMER,dw-dimension,WORK.LATEARRIVINGDIMENSIONQUEUE,staging-work,FACT_NA_Load_Sale,direct
DIMENSION.CUSTOMER,dw-dimension,WORK.ORDERLINEENRICHED,staging-work,FACT_Load_Order,direct
DIMENSION.CUSTOMER,dw-dimension,WORK.ORDERLINEENRICHED,staging-work,FACT_Load_OrderFulfilment,direct
DIMENSION.CUSTOMER,dw-dimension,WORK.ORDERLINEENRICHED,staging-work,FACT_Load_Shipment,direct
DIMENSION.CUSTOMER,dw-dimension,WORK.PARTNERFEEDARCHIVE,sqlserver-staging,SLS_Export_PartnerFeed,direct
DIMENSION.CUSTOMER,dw-dimension,WORK.PARTNERFEEDROW,sqlserver-staging,SLS_Export_PartnerFeed,direct
DIMENSION.CUSTOMER,dw-dimension,WORK.PAYMENTMATCHED,staging-work,FACT_Load_CreditNote,direct
DIMENSION.CUSTOMER,dw-dimension,WORK.PAYMENTMATCHED,staging-work,FACT_Load_Payment,direct
DIMENSION.CUSTOMER CATEGORY,dw-dimension,DIMENSION.CUSTOMER CATEGORY,dw-dimension,DIM_Load_CustomerCategory,direct
DIMENSION.CUSTOMER CATEGORY,dw-dimension,ERR.REJECTEDCUSTOMER,staging-err,DIM_Load_CustomerCategory,direct
DIMENSION.CUSTOMER CATEGORY,dw-dimension,WORK.CUSTOMERDEDUP,staging-work,DIM_Load_CustomerCategory,direct
DIMENSION.CUSTOMER SEGMENT,dw-dimension,DIMENSION.CUSTOMER,dw-dimension,DIM_Load_CustomerSegment,proc:INTEGRATION.USP_MIGRATESTAGEDCUSTOMERSEGMENTDATA
DIMENSION.CUSTOMER SEGMENT,dw-dimension,DIMENSION.CUSTOMER SEGMENT,dw-dimension,DIM_Load_CustomerSegment,direct
DIMENSION.CUSTOMER SEGMENT,dw-dimension,DIMENSION.CUSTOMER SEGMENT,dw-dimension,DIM_Load_CustomerSegment,proc:INTEGRATION.USP_MIGRATESTAGEDCUSTOMERSEGMENTDATA
DIMENSION.CUSTOMER SEGMENT,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,DIM_Load_CustomerSegment,direct
DIMENSION.CUSTOMER SEGMENT,dw-dimension,ETL.REJECTEDRECORD,control-table,DIM_Load_CustomerSegment,proc:INTEGRATION.USP_MIGRATESTAGEDCUSTOMERSEGMENTDATA
DIMENSION.CUSTOMER SEGMENT,dw-dimension,FACT.ORDER,dw-fact,FACT_Load_Order,proc:INTEGRATION.USP_LOADFACTORDER
DIMENSION.CUSTOMER SEGMENT,dw-dimension,INTEGRATION.DIMENSIONLOADAUDIT,sqlserver-dw,DIM_Load_CustomerSegment,proc:INTEGRATION.USP_MIGRATESTAGEDCUSTOMERSEGMENTDATA
DIMENSION.DATE,dw-dimension,AGGREGATE.CUSTOMER 360,dw-aggregate,AGG_Refresh_Customer360,direct
DIMENSION.DATE,dw-dimension,AGGREGATE.CUSTOMER ROLLING 12 MONTH,dw-aggregate,AGG_Refresh_CustomerRolling12Month,direct
DIMENSION.DATE,dw-dimension,AGGREGATE.DAILY INVENTORY HEALTH,dw-aggregate,AGG_Refresh_DailyInventoryHealth,direct
DIMENSION.DATE,dw-dimension,AGGREGATE.DAILY SALES SUMMARY,dw-aggregate,AGG_Refresh_DailySalesSummary,direct
DIMENSION.DATE,dw-dimension,AGGREGATE.DAILY SALES SUMMARY,dw-aggregate,AGG_Refresh_DailySalesSummary,proc:INTEGRATION.USP_REFRESHAGGREGATEDAILYSALES
DIMENSION.DATE,dw-dimension,AGGREGATE.DELIVERY PERFORMANCE SUMMARY,dw-aggregate,AGG_Refresh_DeliveryPerformanceSummary,direct
DIMENSION.DATE,dw-dimension,AGGREGATE.MONTHLY MARGIN ANALYSIS,dw-aggregate,AGG_Refresh_MonthlyMarginAnalysis,direct
DIMENSION.DATE,dw-dimension,AGGREGATE.MONTHLY MARGIN ANALYSIS,dw-aggregate,AGG_Refresh_MonthlyMarginAnalysis,proc:INTEGRATION.USP_REFRESHAGGREGATEMARGINANALYSIS
DIMENSION.DATE,dw-dimension,AGGREGATE.MONTHLY SALES SUMMARY,dw-aggregate,AGG_Refresh_MonthlySalesSummary,direct
DIMENSION.DATE,dw-dimension,AGGREGATE.MONTHLY SALES SUMMARY,dw-aggregate,AGG_Refresh_MonthlySalesSummary,proc:INTEGRATION.USP_REFRESHAGGREGATEMONTHLYSALES
DIMENSION.DATE,dw-dimension,AGGREGATE.PRODUCT PERFORMANCE,dw-aggregate,AGG_Refresh_ProductPerformance,direct
DIMENSION.DATE,dw-dimension,AGGREGATE.PROMOTION EFFECTIVENESS,dw-aggregate,AGG_Refresh_PromotionEffectiveness,direct
DIMENSION.DATE,dw-dimension,AGGREGATE.REGIONAL SALES PERFORMANCE,dw-aggregate,AGG_Refresh_RegionalSalesPerformance,direct
DIMENSION.DATE,dw-dimension,AGGREGATE.REGIONAL SALES PERFORMANCE,dw-aggregate,AGG_Refresh_RegionalSalesPerformance,proc:INTEGRATION.USP_REFRESHAGGREGATEREGIONALSALES
DIMENSION.DATE,dw-dimension,AGGREGATE.SUPPLIER PERFORMANCE,dw-aggregate,AGG_Refresh_SupplierPerformance,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,AGG_Refresh_Customer360,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,AGG_Refresh_CustomerRolling12Month,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,AGG_Refresh_DailyInventoryHealth,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,AGG_Refresh_DailySalesSummary,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,AGG_Refresh_DeliveryPerformanceSummary,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,AGG_Refresh_MonthlyMarginAnalysis,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,AGG_Refresh_MonthlySalesSummary,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,AGG_Refresh_ProductPerformance,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,AGG_Refresh_PromotionEffectiveness,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,AGG_Refresh_RegionalSalesPerformance,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,AGG_Refresh_SupplierPerformance,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,FACT_Load_DailyInventorySnapshot,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,FACT_Load_DailySalesSnapshot,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,FACT_Load_GLPosting,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,FACT_Load_LoyaltyPoints,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,FACT_Load_Movement,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,FACT_Load_Purchase,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,FACT_Load_PurchaseReceipt,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,FACT_Load_StockHolding,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,FACT_Load_SupplierTransaction,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,FACT_Load_Transaction,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDINVOICELINE,staging-err,AGG_Refresh_MonthlySalesSummary,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDINVOICELINE,staging-err,AGG_Refresh_PromotionEffectiveness,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDINVOICELINE,staging-err,AGG_Refresh_RegionalSalesPerformance,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDINVOICELINE,staging-err,FACT_APAC_Load_Sale,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDINVOICELINE,staging-err,FACT_Dedup_Sale,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDINVOICELINE,staging-err,FACT_EU_Load_Sale,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDINVOICELINE,staging-err,FACT_Load_CreditNote,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDINVOICELINE,staging-err,FACT_Load_DailySalesSnapshot,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDINVOICELINE,staging-err,FACT_Load_Return,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDINVOICELINE,staging-err,FACT_NA_Load_Sale,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDLOOKUPFAILURE,staging-err,FACT_APAC_Load_Sale,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDLOOKUPFAILURE,staging-err,FACT_EU_Load_Sale,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDLOOKUPFAILURE,staging-err,FACT_Load_CreditNote,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDLOOKUPFAILURE,staging-err,FACT_Load_CustomerTransaction,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDLOOKUPFAILURE,staging-err,FACT_Load_DailyInventorySnapshot,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDLOOKUPFAILURE,staging-err,FACT_Load_GLPosting,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDLOOKUPFAILURE,staging-err,FACT_Load_LoyaltyPoints,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDLOOKUPFAILURE,staging-err,FACT_Load_Movement,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDLOOKUPFAILURE,staging-err,FACT_Load_Return,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDLOOKUPFAILURE,staging-err,FACT_Load_StockHolding,direct
DIMENSION.DATE,dw-dimension,ERR.REJECTEDLOOKUPFAILURE,staging-err,FACT_Load_SupplierPayment,direct
